sentiment,content
surprise,net .. net .. net ..  hmm. bad weather .. weird summer!
happiness,@dannywood Good Morning! Hope that you enjoy your run &amp; gym workout this morning. Can't wait to hear some of your new songs.   &lt;3Pennie
neutral,hey  backz here. school again. its rly boring but yeah
happiness,@bobbiehouston haha that photo is too funny! I hope he wasn't disturbed by passengers too much during the flight
happiness,Joining twitter! Just added a random person
happiness,Happy Star Wars day
neutral,Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep
worry,@LovefromNaja Fresh change from hearing i write sins hey!!?? Not that theres anything wrong with that!
neutral,hah.. finally got home...
worry,"Been working on a framework for web based #SL application. Have product registration, server, login, site, security, &amp; comms all done"
happiness,"Hurray! &quot;Summer-time&quot; starts today, meaning I only have to work until 4 pm, instead of 4.30. Until August! Yay!"
love,@Bexy91 congratulation  about the icehockey victory against switzerland..
worry,Is going to be off line for the rest of the day. Made some progress on a game over the weekend. @lvturner you may not like me again.
happiness,@aquapunk @_Mintyfresh Thanks very much!!
neutral,&quot;The Complete Black Books&quot; just arrived ... looking forward to some entertaining #tv nights!  #dvd
happiness,watched 17 again. sooo good!
happiness,a sunny day brights up the day!
love,loving Mondays for so many reasons!
worry,"Star Wars day? I didn't know there was a such thing  May the force, be with you &lt;3"
neutral,just finished eating
worry,Creating your business in The US from France looks quiet easy
neutral,is trying to find a profile picture that isn't too big!!! and loving the Hills marathon on MTV
neutral,@dfflanders Looking forward to android 1.5 being pushed to the G1 then?
worry,sooo 5 days till I take off  sun and sea u're waiting for meeee can't say if i can get all my stuff packed up in time.. &lt;3 Guadeloupe &lt;3
worry,@snagy no other reason? I wonder if she loves you
neutral,@rahulgoyal1986 I do have one coloured one on my leg.  Its a butterfly filled with colour!  x
enthusiasm,Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don't mind the video quality.
happiness,ive spent a lazy day today finding some interesting people to follow  its reinforced the saying... it takes all sorts of people ...
love,"@vi_dam haha, that would be cool. brianna and i should fly over there  haha"
neutral,"Yeah, I made the python conversion script for the Provider's extranet in 1 day (3 expected). A way to promote #python at #jcdecaux"
fun,@taylorswift13 the video on myspace is so funny...u run a lot hahaha i voted
happiness,In London! Off to do the tourist thing!
worry,@SmellTheRainbow really .. least u wont hav 2 put up wiv him
worry,@rohant yeah that will keep my mid section down
love,@emilyrobe Good to see you haven't lost your sense of humour.  Get well soon
happiness,I just eat a reallyyy good ice cream!
relief,On the way to sthlm - it will maybe be a movie   // cool http://gykd.net
neutral,new to this shiznaay
love,Going to see my grandad today  &lt;3
worry,is so hungover. what a crazy night. i'm also in the bad books with mother!!
sadness,Mentally exhausted.  A cuppa right now with almond biscotti would be really nice.
happiness,"@phoebealice_x when my brother is 18, i will have moved!"
hate,; why is the font so huge?! small fonts rock socks
sadness,"Going to group therapy session, can't wait to spill my guts... Ha ha ha"
neutral,welcome @MaxShrem ! since it seems you're interested in cheese I hardly suggest you to follow @surbir too
hate,I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!
neutral,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~"
relief,@scaree  I hope today just flows through and lots of nice things happen at work so you come home happy
surprise,@oriSTUDFARM very impressed
fun,"@weareinvincible THIS CALLS FOR A HIGH FIVE!  (Don't miss, hotshot xD)"
worry,good morning guys!  experimental chemistry test this morning :s wish me luck!
enthusiasm,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live
sadness,@abeen good question. Nepal PM declaring to resign and actually resigning is two very different things .
love,"@RHYSAHUGHES http://tinyurl.com/6n4w5o to prove I still have good taste..now dance , dance, dance, dance to the radio!!"
enthusiasm,@stephenfry gotta catch 'em all
sadness,@bwhips Good to know I'm not alone in my confusion
fun,is eating a delicious cheese-bread  (much batter than ANY  Bagle)
neutral,Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh
surprise,Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!
love,@fraseredwards seems like a win win situation
happiness,Okayyy  you can read it to me cause then I'll feel special haha.
neutral,On my way to the airport! Headed to NYC
love,ah just saw my little nephews  all is well with the world again. I love those boys so much. have to say my sis in law does a great job.
hate,cry baby. janes joplin what is this? munsay music. but i dont know wich shit day i  am today
neutral,"@jaybranch You too, remember the kids' grenades will go off again as soon as you've tidied the house"
love,"@mistygirlph thanks misty, really appreciate your support, thanks for the comment  off to spend day out with dylan down beach"
sadness,"@se7en.up cï¿½m on anh  ko the chiu no~i noi nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;"
love,it is so cute watching Matt play with the Wii as I do some work
relief,@chris_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds
love,"@Dr_Peabody I'm pretty sure we got sent home a couple of times too. 'tis the week to remember Mary, Anto's granny&quot;the love is all around&quot;"
relief,"didn't twitter much yesterday.apologizes for not responding,goodnight"
love,@eddieifft You don't want to leave because secretly you know Australia is twenty times better than America!
happiness,@miafreedman you looked gorgeous last night! hope you had a HEAP of fun.
neutral,And in the Animal Action Area... Ferret Racing
neutral,"@phoebealice_x Haha, You sound like lizzie :L she's got a sister who is older than her, and she's like argh :@ all the time"
surprise,"@kadambariyer wow, I see a Mr.B obsession in you!!"
happiness,wow my weekend was pretty fucking epic  grr school tmrw ;'(
enthusiasm,"@erry_reeves Thx Ri.. That's all because of His grace  Kalo ngga, aku uda nyerah dr awal, hehe.. His grace is enough.."
worry,@knighttcat Oh man 3 in a day?? Torture much?! Well good luck there too!! I have exams for 19 days.How stupid? Soon we will party right?
love,@LittleFletcher Awww you'll have to post a pic  I bet it'll look dead nice (y)
worry,"ok, 1st ginormous cup of coffee down, monday looking much better to me."
happiness,@Doc_the_BigMan hey! Ive never caught enyone on live before!
surprise,One year with Emily. WOW!  (L)
neutral,Recording new songs
neutral,voted for @taylorswift13 on CMT.com
empty,@SaileshR How's the head this morning?
neutral,having a lazy day after a very alcoholic wk end!!
happiness,From ME and no one else! Muhahahaaaa! Well maybe Jesse
happiness,"@cetras lol, anyway ni shi wai guo ren"
neutral,@iHolleeee well now i do
happiness,"@bertgoethals Cool, I used to live 5 houses to the left of that place  Always something going on :p"
worry,"Dump my boyfriend, find a much much better man and the girl can get a nice knuckle sandwich from moi"
love,"Good Morning! Happy Monday, Everyone"
neutral,"Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups, this afternoon working on two client projects"
neutral,shop then work time  see yas laterz x
fun,lm @ TGI Fridays on a Monday.. Hee hee!
neutral,Burning time at wacha
sadness,@nptnmkiii so many rules - you expect people to be human and have a pic.  pfft.    good morning.  welcome to another Monday.
neutral,"@mathewhulbert  Now there's a question for 140 characters   One of history's great unanswered what if's, I would say"
love,"@Jonasbrothers Nice skillz Nick  x love always, Marjorie &amp; Jemimah. Sydney, Australia."
neutral,http://tinyurl.com/d53dmn     mcfly parody by chris moyles xx
neutral,@omarabid I was born there
relief,is back in fine old melbourne town....
surprise,omg himym! one of the best shows on earth
neutral,@DesignerDepot this is a nice collection
worry,@Coughran Soon I hope... Really need to finish the cloning project so I can get more done
happiness,"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!"
sadness,@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family
happiness,"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today."
happiness,"@missdaisymusic is ben! got yourself a twitter, good work"
happiness,"Up, I slept in till 11.02 !!! Shooting a new vid today"
worry,just a week left till radio:active dvd come out! i really can't wait
neutral,"@sapphiresmoke Welcome, found her yesterday by accident."
love,@aaraddict #MusicMonday I agree it's just an excuse for me to tweet music for hours on end
happiness,"i'm in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!"
love,"@Dollburrell Ooh, cutting. I like you"
surprise,"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back."
neutral,going to shower because i don't want to smell at school tomorrow
enthusiasm,I designed a new shirttttt.
happiness,cant wait for thursday!
happiness,@charavel nice! now gimmeh some nice stuff
neutral,watching a gossip girl
neutral,@algo81 Yes I think it's safe to say she is at the same popularity level today as always.
neutral,"@vic2slic doing pretty well, up and wide awake"
relief,&quot;It's Like That (and that's the way it is)&quot; - Run DMC  ? http://blip.fm/~5jgvk
worry,@marinesetwas dann mach mal!  #12seconds
happiness,@Cocodemerusa Joined you on facebook!
fun,is getting ready to start the work week...work 2 off 3 then work 3 more. It's not bad  Have a great one everybody!!
happiness,@Mizz_Trouble my pleasure sweetie! Lookin forward 2 gettin 2 know u
neutral,@pandemicz yes
happiness,"I am back from my weekend getaway! Energized for another week, bring it on! lol"
love,@AntonKiselev Congrat on 4AM. I do it every day since one month.
happiness,"@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!"
love,@WWisewolf Hey. Oh my. Remember to take some time to actually enjoy the day!  I've loads to do too. Better crack on! Have fun today.
happiness,"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day"
neutral,@OmariOfficial qood morninq
worry,@caluvminwoo  Way too many people indeed... I only recognize the Chinese guy... LOL
relief,"installing dvt card for loonix, fingers crossed, I hope it turns out as well as my android upgrade"
love,@tracey1972  @pamjob See you later lovely ladies.  Be Good &amp; I love you millions  xxx
love,"It's those little things you do, that make me love you."
happiness,@themanwhofell compliment taken. Thanks. Key is to be yourself
worry,Market whn goes lower also problem and when it goes like a wild bull also problem
love,@playfulpixel That sounds good
happiness,yay back at home
worry,@Amileegrant its hilarious
happiness,"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world..."
boredom,#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!
anger,is downloading new fonts . again  http://plurk.com/p/rplkr
neutral,i just reading a magazine
relief,"Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!"
happiness,Apparently it's #starwarsday
happiness,100 Followers  Bom Dia!!
worry,@AKAVirtualPA Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria
happiness,Is getting more and more excited about thorpe park tomorrow
enthusiasm,@veronica11258 ok i got you! Knight!
neutral,@andykemp one of our governors is one of the directors of the company
relief,@kaushal Thanks man  glad u liked it
happiness,Happy Bank Holiday
neutral,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!
fun,@CyranDorman Woot! I have created something inspirational! ;) Look forward to seeing more of your writings
neutral,http://twitter.com/djc_yana ~ yeah. haha! why?
neutral,"@RainyCityLove Oui, I figured that since its a day off, I'd better start brushing up on my french; so far I have learnt Bonjour and Oui"
neutral,The path to Liberation is clear when you Realize--when you truly comprehend--that YOU are the architect of your Life.
neutral,@lilymcnee  Your welcome
empty,@sam_burnett Firmly embedded in her Hampstead constituency then
neutral,enjoyed Country Style Mince with Mash for dinner &amp; is now drowning it in 2006 Nussdorfer Herrenberg (Produced &amp; Bottled in Germany)
empty,"@se7en.up cï¿½m on anh  ko the chiu noi no~i nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;"
love,Gonna run to the gym to get my workout in before my really f'kin big pile of mulch arrives at around 8 or 9am! I'm excited about my mulch
love,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy
happiness,@pattidigh we are all so proud of you! I am seriously thinking of joining you next year. Got to get training
neutral,@DHughesy no your just experiencing the joys of parenthood
happiness,Finally was blessed to see the MOON
neutral,"@DHughesy nah, you're just altered forever   Enjoy."
surprise,@jonasbrothers http://twitpic.com/3bnas - Can't wait to actually hear what he's playing  love you Nick x
sadness,@sparklethots love that birdy nest! though i already got us another kind
love,@levitte: yay! it will be good to have you back
happiness,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you"
empty,"@lizzie4berries also bored at school, its my third freelesson( freistunde )"
neutral,"morning world, is raining 2day so revision don't seem so tough,"
neutral,"uup  morning, off to school. see ya xxx"
worry,Shower/traffic/factory yaaaay
neutral,"FINALLY FINISHED MY FUCKING FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/"
neutral,@BraeScotland May be back later...hope you have a good day  Byeeee xxx
happiness,@PembsDave Hope you're having a relaxing day. I feel so laid back I can't stand up
neutral,@Andrew_Johnson: have a good night
fun,"@NZNewsboy damn straight you know what the game is, and if you've heard the tracks you'll know why I've been rocking out"
neutral,"everybody look at my new profile picture, just click it on my profile"
neutral,There are some great honey based recipes for you &amp; the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week
worry,@stephenfry  I've been single so long all I have is a Hans Solo
enthusiasm,@timscott2 Cool. Whenever I see someone is making so much. I tell them I WILLING to help them spend  So what's your deal?
fun,Had to play one more and share the vibe of this song. Something about it jus' brings out the feel good.   Ta... ? http://blip.fm/~5jh0u
worry,"It's 6 am, I haven't been to bed yet, and I just got my second wind.  Guess I should edit or read or something until I feel tired huh?"
fun,"@hypnoticzexy Ooooh, so you're the dream husband. lol =D I saw Stranthorpe on a map today and thought thought of dear Shea! lol"
happiness,Time to snuggle up in bed with the electric blankie on
happiness,"Nothing like 10P to kick-off the Bank Holiday, dig the haircut Luke! Next stop...Selfridges"
relief,@chuckdarw1n whew! thassa relief
happiness,"@lollipop26 that was a really good interview to read, really enjoyed it  x"
love,just set up a new computer again. 15min. I love Norton Ghost.
happiness,"is listening to Sunlounger's music, waiting for the sun to set."
happiness,"@christhesoul well doesn't that look fab, even if I do say so myself!"
neutral,"is starting her pre europe diet today  goodbye midnight snacks, goodbye iced tea, hello momol. HAHAHAHAHA! http://plurk.com/p/rplpr"
happiness,is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend
relief,"@KADENMCNEIL - try thinking of something calm and peaceful, such as relaxing on the beach."
happiness,Happy Star Wars Day  - May the Fourth be with you
neutral,@sera_bishop  sez need to get u to look at my flights again  will email ur work tonite
surprise,"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack."
happiness,@fromlucy thank you dearie -- I just followed dome of them on there too!
surprise,@laurenceobrien Thank you  xo
happiness,@keza34 @ComedyQueen morning
relief,@thorsonb well.. i dont have to do any resits... lol... so its MY last exam
relief,new Delerium's music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music's roots
fun,"@vectorfunk Presentation went well  Yes, I also met a buch of cool people. Checked your portfolio, nice work/details in the projects."
relief,http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can
relief,yaaayyy !  no work today
happiness,Don't we all love bank holidays
relief,done with the dentist until November
happiness,Needs a yummy breakfast after her shift
love,@mayalabeeDC3 I know!! our cats could be family  mikesh is so cute!!
relief,May the 4th be with you  (via @matthew858) Thanks. I get it now. And it's awesome.
worry,@paminnewzealand Hiya! You might want to delete and retweet - the link to your blog doesn't work
worry,"3 days of frisbee, three nights of partying and sprained ligaments. Can't imagine a better long weekend"
neutral,Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie
neutral,@KNUSEE *hugs* listening to EBTG &quot;Each &amp; Every One&quot; perfect for public hol Monday morn with cuppa T
love,@kcghosthunters can't wait to hear the evp! And cuuuute picture.
happiness,Having a pj dayy.....Doesnt happen veryy often
neutral,"@alandavies1 Raining in Belfast too - and I promised myself I would clean my windows today.  Back to bed, then!"
love,@projiuk cool  that's good. You back on trains for a while?
love,"@theclassiccrime i love your music  especially the fight, thats a awsome song by far !"
happiness,@taylorswift13 WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove&lt;3
love,GOODNIGHT MAGIC AND PRETTY WORLD
hate,"I hate mondays, but I love @revision3's schedule. HELLO, DIGG REEL!"
neutral,"Morning Beverley! youre like a breath of fresh air on twitterland, have a good day"
happiness,Came back from Bishopstorford! Went to my Aunt's wedding party by the way. It was fun! I got to see my cousins again after about 3 years
neutral,@logoholik a pleasure Bojan
neutral,@iamjonathancook must go to strawberry fields!!
worry,"i want to see go:audio, someone take me please?  5DAYS(L)"
love,@chaz81 Do U have a Morrisons near u?? Their chemist should be open!
enthusiasm,@colbyrne totally agree
neutral,"@JennaMadison Dinner done, shower done, now time to chill with block of chocolate"
happiness,"@Cyberwest thanks for that twitpic, sure made me laugh"
neutral,@Katisha_Honi Might be cute to do a little picture book called &quot;The little book of boring&quot;
love,@dajuin Appending the #verticalchinese hash tag is a nice touch.
anger,"So, what's so great bout your so called 'wonderful love life'?  For god sake, W-A-T-E-V-A!"
worry,Going to bed  how's ever reading this
neutral,The work got me back.100 percent monday feeling
relief,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods
happiness,@BeMeaningful thanks for FF wink
fun,"Mahalo  great show! @CollieBuddz  aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip"
neutral,"@memesijaitort thanks, I will send you a photo of my first."
neutral,Y am i still awoke @ 5:12 a.m
boredom,HEY YOU' ALL SUCK;its anybody on there :s im so bored common answear me
neutral,@benzoenator I'm sure @PeterBlackQUT would know of more
fun,"@areyoumee yeaaaah lol, i'm just insane"
love,@kayla314 ahhh ikr! he's the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!
happiness,@tomfelton http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella
neutral,Im cleaning out my closet!  ahhh...
neutral,@TheLonely California
love,"@XxkelliemariexX Ohh thankss bubble  We have some of your things you left here, We are going to send them before we go  Missing youuu!"
empty,@dawizonline got ya - that wouldn't be so bad tho right?
happiness,i am kind of excited to go to school today. i dont know why. hopefully it will be a good day
happiness,Pretty happy with how things have changed over the past 2 months...definitely for the best
love,is loving life
neutral,productive day 1
neutral,"@pjaficionado  what can i say, i am a creatur of night, hmm, should be dne soon"
empty,having another only fools and horses marathon day
neutral,@Wolfie_Rankin  I know! a whole different meat pie back then
neutral,@stevencohmer -iv just added u as friend on youtube
fun,"@ankitbathija Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra"
love,@rrolyat THANKYOU!  &lt;3 iloveyoutwoooo
happiness,Ideas gallore!!  Rock Opera FTW!!!! Yes tweets Kayleigh and I are writing a rock opera.  For more info email us: CoatAndKay@hotmail.com
neutral,is saving up 'till HK.
love,Loving my new HR monitor
worry,@VideoHive Here's getting cold.. And I got my coffee break 2 minutes ago. Enjoy your drink
happiness,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! &lt;3
happiness,"@Wookiesgirl I was thinking, &quot;I never see her tweet.&quot; Well, duh - if I don't follow you, I can't! Now I can."
neutral,@midgetmeg HI MEG! @mileycyrus Life's a climb but the view is great.
worry,Hope it becomes okay soon @samaliksi
neutral,Tweet Later! Byee
worry,@forrrrrrrrrrest http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!
worry,@Shauntrice my bad homie
enthusiasm,Ok Twitter - show me what your all about
neutral,@StephReayy we are going all out!
fun,"I uploaded my  random fandom trailer to youtube, check it out in here. It's also in HD  http://tinyurl.com/d5oyfl"
fun,What do you think I'm doing at the moment? Yeah you guessed it  http://www.phoenixfm.com/listen-now.php
neutral,iPhone Nano and iPhone Shuffle http://tinyurl.com/dc4jbk. No surprises if this really happens
empty,@Remy_Foster I did about 6 once
neutral,"Off school today, Happy May Day."
neutral,@lyssiecc hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?
love,@unknownnunes Goodmorning to you!Thank you so much for being so kind? The sun is out and I'm going to paint outside
surprise,@alandavies1 diggin' your moustachio! Looking good daddio!
worry,"Unlike cierra, i look like poop today. Whatevahh, lol."
happiness,CAPONES island in 2 days!!! my summer is just starting...
happiness,&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo
sadness,thats my moan for the day
hate,@beachNZ yep nothing better
neutral,@fudgecrumpet Prefer 80's singstar. I know all the words!
neutral,is helping @karenegge making a twitter account
happiness,Already back from shopping and about to do a nice monday roast
happiness,@vileness now that is hilarious. I can imagine their reactions.
fun,"@sofiavalentine cool baby, when are you going to go? I'll be there in July!"
happiness,"@R1CC1 that's funny...well, i'll say bye again b/c i'm really THAT delirious...lol... i worked 13 hrs i think...crazy...anyhoo bye lady!"
relief,Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..
relief,"@WatariGoro Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess."
worry,*flop* back after going out to bag #geocache GC1QR2R nice hide.
love,@blasha do it and I'll give you the first hug
love,I LOVE TWILIGHT !!!
neutral,is chatting to one of her besties.
neutral,third driving lesson then back to the office
fun,"@Megzx lol, get watching it again  hehe"
happiness,@lisibo &quot;grace and skills of a newborn giraffe &quot; is a great visual aid!    Fabulous language to use as an example for kids.  Thx!
love,says i always love fifth!   and tomorrow is 5th!  (dance) http://plurk.com/p/rpmyd
worry,writing my english original writing storyyyyy. and listening to 'a little respect' by erasure  aaaaaah.
neutral,@danishctc checked and commented
happiness,May the 4th be with me today as I round off the weekend with one more session - happy 4th y'all from the Fintster
neutral,Save The Readheads!
fun,"In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory"
fun,@louisebolotin Funny how much difference simple changes make! Bed looks ace
happiness,Welcome new followers also
happiness,"@MiaMiaDC Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!"
neutral,Colleen really sincerely hopes that @KalebNation gets better soon.
neutral,"Well, up and into the third day of Virgin 1's Captain's Log Star Trek weekend"
love,Watching the hills  arghh i lovee itt ) makin r liam watch it with me haha... girls aloud in 15 Dayss cannot waitt too see cheryl x
neutral,@MaverickNY Thank you!!
love,@ExocetAU Hey lovely.. hope you had a good day  Thanks for an awsome night and teaching me how to put together a tie...hahaha
worry,"@yumecouk haha, nice wheels. Victoria will be doing her own peddling thankfully, the boys will get the free ride"
relief,@suziperry Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx
love,"@Gertrudesteinjr That's kinda cute, to be honest"
neutral,Just got back.
enthusiasm,I just got a twitter account
sadness,"@Yassak you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !"
relief,"@tankianann it actually is ;) According to all the retweets, at least!"
relief,"@lharp @franto it's an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?"
surprise,JD and Turk make me laugh  #scrubs
worry,Happy star wars day! May the fourth be with you
love,@perpetualspiral I LOVE pb &amp; banana sandwiches!! Still a fav of mine
love,"is going to have a relaxing, hot bath  goodnight for now then twits, &amp; dont worry andy i love you more than twitter hehe"
worry,@Epiphora  I'd have read it but I'm not sure you would have wanted my opinion
happiness,looking forward to Ben's baseball game tonight
surprise,will play quake3 in 3min
neutral,@rockeye You are always amusing.
neutral,"@DD_Lovato oh I see. Thanks for replying. anyway, how are you?"
sadness,@FotoWala Nice - your book will be a ready reckoner for new stuff next time I'm there!
worry,i  miss my boyfriend so much like you don't even know ;/ but in 2 hours i'll see his oval face
fun,"@MelanieFresh27 Yep, tomorrow night, 10:30! Just saw the ad *squeals* LOVED this season"
sadness,well i'm gonna go now.  goodbye all.
neutral,Searching for wavy hairstyle
happiness,@piyush_ranjan Did I ever mention what a nice and awesome dude you are?
neutral,"Woke up and it's bank holiday monday, so no college. got a text from tom via jason's mobile earlier today, so i'm hoping they turned up."
worry,It's going to be a good week
love,listening to some music. kate voegele is really great!
neutral,@garthk cheers for the aptism link
love,'before you wake' - we sink ships photography exhibition is ONLINE http://tinyurl.com/dfs7fy please have a look
happiness,mint choc ice cream whilst studying.....now thats good
worry,now going to watch the brand new episode of 'The Hills'  cant wait!!
fun,"@emnorm ha ha, no, will be thankful i am not dragging them up a mountain today"
surprise,@macaronigirl Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.
happiness,Good episode of Top Gear tonight.
surprise,@torriRAWR OMG apparantley green day are touring here in december..we are so going
happiness,"With that said, I'm out til later. Enjoy your day everyone!"
love,Hiya!!! I am good thanks..how's yourself..doin anything nice today?
happiness,@lapix Thanks Ennio
hate,"@coollike &quot;And I'm packing your ANGRY eyes, just incase&quot;"
relief,@Andreaheartscgh ooo thanks for the danger radio link  loves it...how did the test go?
love,bout to go to bed... pretty good day for a Monday.
happiness,Caught on Google Street View http://twitzap.com/u/aw4 - A couple of good ones
love,@jennettemccurdy I LLLOOOVVVEEE ICARLY
neutral,@becca_roo you're welcome.
relief,@boffy my sympathies - been here 20 minutes and had enough - will escape soon
neutral,I'm in French and we don't have a teacher.  One hour left til school ends.
worry,In a rush....   Lunchtime anyway
neutral,@julierockaholic STEPHEN KING FO SHO
fun,@harlequinne haha neither am I. It doesn't matter though you guys do what you want
worry,"morning.. just,  going to destroy a few more  trees in aid of research"
worry,@learymay Oooh... that's right by the zoo... think... in 2 months' time that could be our regular other meeting place
relief,@heyuguysblog No I haven't had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.
happiness,I'm wondering how big the rumored new 'large screen' Kindle will be - http://is.gd/wyFI -and when we can start seeing K12 textbooks on it
neutral,@khanserai why that's a halo
relief,@LifesavvyChic I appreciate your kind words. I am glad that the words resonate with you
neutral,is about to go duster shoppping in greenhills with my Mom for Balikbayans
happiness,is feeling very happy despite the amount of work that i need to do today!!! Happy times
worry,"@EmmaJaney ohh, yeah well. im sick today so i win"
fun,@FollowSavvy @FollowMandy heyyhoo!heyhey
neutral,"@darklord1 Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL"
sadness,Waaaa. I ran my machine problem! Yeah!
sadness,eating breakfast  getting ready to go to school ;(
surprise,Have just bought a TV tuner for my laptop.  He he.  I deserve a present
neutral,R-T @michaeldunlop 30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share
hate,gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;)
worry,"@silmy Bandung, my hehe but I'm home now"
love,And happy star wars day
happiness,"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!"
love,@erikarhanetan yeah i did  i remember it na....... i did watch it before )
worry,@craigend I only do computers. Am hopeless at everything else
neutral,IDIOTat)gameszombie you're welcome  Th*nks for the follow back. (stonedbuzz) #IDIOT
love,IDIOTat)tux11 That's cool.  Th*nks for the follow.   (techyuppie) #IDIOT
neutral,@Jeejee99 dat klinkt erg enthousiast
neutral,"@joshroyse Josh  Excuse me, but, at what time is it going to begin?"
enthusiasm,"@SonjaNorwood ,,, hey mom,,"
surprise,Still in the News Room..however; with audio to turn around!  Just grabbed a tea. Looking forward to after 1 when I get out in this rain
relief,It worked. Cool AND the gang!
sadness,"@iamdiddy If I knew it was gonna be this kind of party, I would've stuck my dick in the mashed potatoes!"
worry,collage. what is feminism?
happiness,On my way home. I think i am over him
neutral,Me hice una maruchan
neutral,@robfindlay http://tinyurl.com/d4l3oe Desktop wallpaper like the inside of a monitor
neutral,"@sylvied school trip to Phuket Thailand, I was 12 while living in Singapore"
worry,"@dipfico: hmmm, wrong link, ignore my tweet"
neutral,Hello twitter
happiness,"@guybatty Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
neutral,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??
love,morning all!!! have a blessed day!!!
fun,"@ireal Well alright. But #dollhouse is still fricking awesome. Elisha's performance in last weeks episode sold me there too, finally"
neutral,@ashleno NO GO ROVE GO THE MCMANUS'  adam is cool tho
love,@Fuzzy2230 anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! its makin the headache go away
happiness,@inkcircles Thank you!
surprise,@phil_nash Ba-dum-tish!  You win
neutral,@jrmxsoccerx2x ahh retweet everything i say!
